code_muni,tmax_mean,tmin_mean,pr_mean,rh_mean,rs_mean
1500206,24.100845625685274,17.69805651123115,146.50420413630198,63.90589877018626,12.07506139627155
1500305,23.748502414489927,18.086385839789266,166.61560265556537,63.34188517647852,12.52742326393846
1500347,23.61462407950924,15.828149403764609,112.46791149015283,61.72136524608228,12.873738200119544
1500404,22.84635855348457,16.99122227357587,375.74882295854104,62.951529255517244,12.867030968824007
1500503,22.845636110490478,16.860667633758464,1034.7448182070157,62.56383904709782,12.912591729977741
1500602,23.582429131571676,16.312392299863653,1888.9057052688395,61.559504243619564,12.35887895381087
1500701,23.96949909616944,17.93574199123317,156.93497471805637,63.47416079932815,12.620494735667684
1500800,24.396338747654706,17.860547465578318,23.691273956743238,64.12809748674346,11.496880660697101
1500859,23.859282329783472,16.58883687425317,237.17919498302956,62.04596050435179,12.101941359679744
1500909,23.738292177352058,17.50335441266532,38.85668007799986,64.46851913083538,11.225698774830796
1500958,23.924829740671903,17.37166334040673,72.51440520780992,64.47154889212476,11.978275592657496
1501006,24.04068249194695,17.742123016991385,300.8133564609431,62.97957759116177,12.74045426357415
1501105,24.185409379983103,17.31014639943698,122.82236038138817,62.62462820810541,12.801724441594361
1501204,24.22529840332941,16.744287898982634,110.29399108039456,61.835383491525036,12.716829582244298
1501253,23.42146868765914,15.718646728551724,51.524979985276225,60.815409179322174,12.922944207409039
1501303,24.28957623394617,17.953351161206587,59.759659120634616,63.90991860240733,11.903382669535286
1501402,24.26433612074388,18.04384636713253,61.53563986886348,64.18529940378511,11.59612736732922
1501451,23.842421728540476,17.568341009423765,87.81065795942804,63.30835353425691,12.66973092742789
1501501,24.187071978167015,17.830403762134974,20.90602755733534,64.11362409565002,11.390087094302224
1501576,24.126499531904297,16.470823999809127,50.77303880006714,60.61739476088067,12.718771882377075
1501600,23.631180387908515,17.337157637904017,37.591694188532045,64.33937489431123,11.344223218707656
1501709,23.746195697501093,17.42635053568498,73.74223811754939,64.40977788532476,11.3121066809645
1501725,23.544530159290968,16.81356586458188,124.79055980648933,61.87999732284304,11.935495017594855
1501758,24.39281625604091,16.57174713309732,33.4506704274788,59.927407952742605,13.007956080182407
